"id","slug","name","sku","oem","brand","category","group","stock","price","seoUrl"
"819","522-pro-fren-yayi-buyuk-eyd-70-22-ekersan","522 PRO FREN YAYI (BÜYÜK)","EYD 70 22","","Ekersan","Yay","FREN YAYLARI","10","52.8","https://frenciniz.com/urun/819/522-pro-fren-yayi-buyuk-eyd-70-22-ekersan"
"820","tir-aski-yayi-eyd-70-18-ekersan","TIR ASKI YAYI","EYD 70 18","(A) C4","Ekersan","Yay","FREN YAYLARI","40","52.8","https://frenciniz.com/urun/820/tir-aski-yayi-eyd-70-18-ekersan"
"821","jumbo-dorse-yayi-eyd-70-12-ekersan","JUMBO DORSE YAYI","EYD 70 12","(A) C4","Ekersan","Yay","FREN YAYLARI","264","85.8","https://frenciniz.com/urun/821/jumbo-dorse-yayi-eyd-70-12-ekersan"
"822","volvo-tir-y-m-fren-yayi-eyd-70-11-ekersan","VOLVO TIR Y.M.FREN YAYI","EYD 70 11","(A) B4","Ekersan","Yay","FREN YAYLARI","220","112.2","https://frenciniz.com/urun/822/volvo-tir-y-m-fren-yayi-eyd-70-11-ekersan"
"823","renault-kerax-yay-kucuk-eyd-70-10-1-ekersan","RENAULT KERAX YAY KÜÇÜK","EYD 70 10-1","","Ekersan","Yay","FREN YAYLARI","65","99","https://frenciniz.com/urun/823/renault-kerax-yay-kucuk-eyd-70-10-1-ekersan"
"824","renault-magnum-tir-fren-yay-eyd-70-10-ekersan","RENAULT MAGNUM TIR FREN YAY","EYD 70 10","(A) B4","Ekersan","Yay","FREN YAYLARI","80","99","https://frenciniz.com/urun/824/renault-magnum-tir-fren-yay-eyd-70-10-ekersan"
"825","daf-arka-yay-eyd-70-06-ekersan","Daf Arka Yay","EYD 70 06","(A) B4","Ekersan","Yay","FREN YAYLARI","139","105.6","https://frenciniz.com/urun/825/daf-arka-yay-eyd-70-06-ekersan"
"826","tirsan-dorse-buyuk-yay-29-cm-eyd-70-05-ekersan","TIRSAN DORSE BÜYÜK YAY 29 CM","EYD 70 05","(A) A4","Ekersan","Yay","FREN YAYLARI","1480","85.8","https://frenciniz.com/urun/826/tirsan-dorse-buyuk-yay-29-cm-eyd-70-05-ekersan"
"827","tirsan-dorse-orta-yay-28-cm-eyd-70-04-2-ekersan","TIRSAN DORSE ORTA YAY 28 CM","EYD 70 04-2","(A) B4","Ekersan","Yay","FREN YAYLARI","184","85.8","https://frenciniz.com/urun/827/tirsan-dorse-orta-yay-28-cm-eyd-70-04-2-ekersan"
"828","tirsan-dorse-orta-yay-sertel-27-cm-eyd-70-04-1-ekersan","TIRSAN DORSE ORTA YAY (SERTEL) 27 CM","EYD 70 04-1","(A) B4","Ekersan","Yay","FREN YAYLARI","973","85.8","https://frenciniz.com/urun/828/tirsan-dorse-orta-yay-sertel-27-cm-eyd-70-04-1-ekersan"
"829","tirsan-dorse-kucuk-yay-25-cm-eyd-70-04-ekersan","TIRSAN DORSE KÜÇÜK YAY 25 CM","EYD 70 04","(A) C4","Ekersan","Yay","FREN YAYLARI","22","85.8","https://frenciniz.com/urun/829/tirsan-dorse-kucuk-yay-25-cm-eyd-70-04-ekersan"
"830","fren-yayi-vabis-buyuk-eyd-70-03-1-ekersan","FREN YAYI VABİS BÜYÜK","EYD 70 03-1","(A) C4","Ekersan","Yay","FREN YAYLARI","103","92.4","https://frenciniz.com/urun/830/fren-yayi-vabis-buyuk-eyd-70-03-1-ekersan"
"831","dorse-civatali-yay-eyd-70-02-ekersan","Dorse Civatalı Yay","EYD 70 02","","Ekersan","Yay","FREN YAYLARI","351","85.8","https://frenciniz.com/urun/831/dorse-civatali-yay-eyd-70-02-ekersan"
"832","koruk-lastigi-disk-imdatli-korugu-kampana-imdatli-korugu-korugu-y-m-eyd-500-05-2-2-ekersan","Körük Lastiği Disk imdatlı körüğü Kampana imdatlı körüğü körüğü Y.M","EYD 500 05-2-2","","Ekersan","Lastik","FREN KÖRÜKLERİ","837","13.2","https://frenciniz.com/urun/832/koruk-lastigi-disk-imdatli-korugu-kampana-imdatli-korugu-korugu-y-m-eyd-500-05-2-2-ekersan"
"833","koruk-lastigi-disk-imdatli-korugu-kampana-imdatli-korugu-korugu-e-m-eyd-500-05-2-ekersan","Körük Lastiği Disk imdatlı körüğü Kampana imdatlı körüğü körüğü E.M","EYD 500 05-2","","Ekersan","Lastik","FREN KÖRÜKLERİ","3080","13.2","https://frenciniz.com/urun/833/koruk-lastigi-disk-imdatli-korugu-kampana-imdatli-korugu-korugu-e-m-eyd-500-05-2-ekersan"
"834","fren-pabucu-5-cm-eyd-301-08-ekersan","Fren Pabucu 5 cm","EYD 301 08","","Ekersan","Fren Pabucu","FREN PABUÇLARI","2872","231","https://frenciniz.com/urun/834/fren-pabucu-5-cm-eyd-301-08-ekersan"
"835","fren-pabucu-eyd-300-34-ekersan","Fren Pabucu","EYD 300 34","","Ekersan","Fren Pabucu","FREN PABUÇLARI","286","3300","https://frenciniz.com/urun/835/fren-pabucu-eyd-300-34-ekersan"
"836","fren-pabucu-5-cm-420-200-eyd-300-12-ekersan","Fren Pabucu 5 cm 420 200","EYD 300 12","(A) E3","Ekersan","Fren Pabucu","FREN PABUÇLARI","1","2046","https://frenciniz.com/urun/836/fren-pabucu-5-cm-420-200-eyd-300-12-ekersan"
"837","420-200-burcsuz-sertel-e-m-eyd-300-03-ekersan","420/200 BURÇSUZ SERTEL E.M","EYD 300 03","","Ekersan","Burç / Muylu","SÜSP. KÖRÜĞÜ","20","2046","https://frenciniz.com/urun/837/420-200-burcsuz-sertel-e-m-eyd-300-03-ekersan"
"838","as-900-arka-yay-orjinal-eyd-30-05-ekersan","AS 900 ARKA YAY ORJİNAL","EYD 30 05","(A) C4","Ekersan","Yay","FREN YAYLARI","56","85.8","https://frenciniz.com/urun/838/as-900-arka-yay-orjinal-eyd-30-05-ekersan"
"839","as-600-dodge-arka-fren-yayi-orjinal-23-cm-eyd-30-01-ekersan","AS 600 DODGE ARKA FREN YAYI ORJİNAL 23 CM","EYD 30 01","(A) C4","Ekersan","Yay","FREN YAYLARI","60","85.8","https://frenciniz.com/urun/839/as-600-dodge-arka-fren-yayi-orjinal-23-cm-eyd-30-01-ekersan"
"840","perno-klips-eyd-209-11-ekersan","Perno Klips","EYD 209 11","","Ekersan","Perno","KALİPER ÜRÜNLERİ","1161","25.08","https://frenciniz.com/urun/840/perno-klips-eyd-209-11-ekersan"
"841","fren-pabucu-eyd-209-03-ekersan","Fren Pabucu","EYD 209 03","","Ekersan","Fren Pabucu","FREN PABUÇLARI","1218","633.6","https://frenciniz.com/urun/841/fren-pabucu-eyd-209-03-ekersan"
"842","disk-bijonu-eyd-209-02-ekersan","Disk Bijonu","EYD 209 02","","Ekersan","Disk Bijonu/Civatası","BİJON","68549","50.82","https://frenciniz.com/urun/842/disk-bijonu-eyd-209-02-ekersan"
"843","fren-diski-knorr-wabco-meritor-eyd-209-01-ekersan","Fren Diski Knorr WABCO Meritor","EYD 209 01","","Ekersan","Fren Diski","DİSK","862","396","https://frenciniz.com/urun/843/fren-diski-knorr-wabco-meritor-eyd-209-01-ekersan"
"844","fren-pabucu-volvo-fh-fh12-fm-fl-5-cm-eyd-206-43-1-ekersan","Fren Pabucu Volvo FH FH12 FM FL 5 cm","EYD 206 43-1","30.951.95","Ekersan","Fren Pabucu","FREN PABUÇLARI","17","1102.2","https://frenciniz.com/urun/844/fren-pabucu-volvo-fh-fh12-fm-fl-5-cm-eyd-206-43-1-ekersan"
"845","fren-pabucu-volvo-fh-fh12-fm-fl-5-cm-eyd-206-43-ekersan","Fren Pabucu Volvo FH FH12 FM FL 5 cm","EYD 206 43","30.951.95","Ekersan","Fren Pabucu","FREN PABUÇLARI","17","1102.2","https://frenciniz.com/urun/845/fren-pabucu-volvo-fh-fh12-fm-fl-5-cm-eyd-206-43-ekersan"
"846","fren-pabucu-renault-premium-magnum-kerax-midlum-volvo-fh-fh12-fm-fl-bmc-probus-profesyonel-eyd","Fren Pabucu Renault Premium Magnum Kerax Midlum Volvo FH FH12 FM FL BMC Probus Profesyonel","EYD 206 38","(A) F4 - 30.951.96","Ekersan","Fren Pabucu","FREN PABUÇLARI","301","1102.2","https://frenciniz.com/urun/846/fren-pabucu-renault-premium-magnum-kerax-midlum-volvo-fh-fh12-fm-fl-bmc-probus-profesyonel-eyd"
"847","fren-pabucu-renault-premium-magnum-kerax-midlum-volvo-fh-fh12-fm-fl-bmc-probus-profesyonel-eyd","Fren Pabucu Renault Premium Magnum Kerax Midlum Volvo FH FH12 FM FL BMC Probus Profesyonel","EYD 206 37","(A) F4 - 30.951.96","Ekersan","Fren Pabucu","FREN PABUÇLARI","287","1102.2","https://frenciniz.com/urun/847/fren-pabucu-renault-premium-magnum-kerax-midlum-volvo-fh-fh12-fm-fl-bmc-probus-profesyonel-eyd"
"848","fren-pabucu-iveco-eurocargo-stralis-trakker-20-cm-eyd-206-23-ekersan","Fren Pabucu Iveco Eurocargo Stralis Trakker 20 cm","EYD 206 23","","Ekersan","Fren Pabucu","FREN PABUÇLARI","12","1062.6","https://frenciniz.com/urun/848/fren-pabucu-iveco-eurocargo-stralis-trakker-20-cm-eyd-206-23-ekersan"
"849","fren-pabucu-man-tga-tgs-tgx-40-360-40-460-22-cm-sol-eyd-206-09-1-ekersan","Fren Pabucu MAN TGA TGS TGX 40.360 40.460 22 cm Sol","EYD 206 09-1","(A) D3","Ekersan","Fren Pabucu","FREN PABUÇLARI","18","2211","https://frenciniz.com/urun/849/fren-pabucu-man-tga-tgs-tgx-40-360-40-460-22-cm-sol-eyd-206-09-1-ekersan"
"850","fren-pabucu-man-tga-tgs-tgx-40-360-40-460-22-cm-sag-eyd-206-09-ekersan","Fren Pabucu MAN TGA TGS TGX 40.360 40.460 22 cm SAĞ","EYD 206 09","(A) D3","Ekersan","Fren Pabucu","FREN PABUÇLARI","18","2211","https://frenciniz.com/urun/850/fren-pabucu-man-tga-tgs-tgx-40-360-40-460-22-cm-sag-eyd-206-09-ekersan"
"851","fren-pabucu-mercedes-actros-axor-1840-3340-4140-18-cm-eyd-206-07-ekersan","Fren Pabucu Mercedes Actros Axor 1840 3340 4140 18 cm","EYD 206 07","(A) G4 - 620.420.00.19","Ekersan","Fren Pabucu","FREN PABUÇLARI","23","2145","https://frenciniz.com/urun/851/fren-pabucu-mercedes-actros-axor-1840-3340-4140-18-cm-eyd-206-07-ekersan"
"852","fren-pabucu-mercedes-actros-axor-1840-3340-4140-16-cm-eyd-206-06-ekersan","Fren Pabucu Mercedes Actros Axor 1840 3340 4140 16 cm","EYD 206 06","(A) D3 - 393.420.07.19","Ekersan","Fren Pabucu","FREN PABUÇLARI","12","2145","https://frenciniz.com/urun/852/fren-pabucu-mercedes-actros-axor-1840-3340-4140-16-cm-eyd-206-06-ekersan"
"853","fren-pabucu-ford-cargo-1833-1846-2532-3232-20-cm-eyd-206-05-ekersan","Fren Pabucu Ford Cargo 1833 1846 2532 3232 20 cm","EYD 206 05","(A) E3 - 1906410 / 1906368","Ekersan","Fren Pabucu","FREN PABUÇLARI","56","924","https://frenciniz.com/urun/853/fren-pabucu-ford-cargo-1833-1846-2532-3232-20-cm-eyd-206-05-ekersan"
"854","fren-pabucu-ford-cargo-1833-1846-2532-3232-5-cm-eyd-206-04-ekersan","Fren Pabucu Ford Cargo 1833 1846 2532 3232 5 cm","EYD 206 04","","Ekersan","Fren Pabucu","FREN PABUÇLARI","2","924","https://frenciniz.com/urun/854/fren-pabucu-ford-cargo-1833-1846-2532-3232-5-cm-eyd-206-04-ekersan"
"855","fren-pabucu-volvo-fh-fh12-fm-fl-bmc-probus-profesyonel-fatih-pro-0-cm-eyd-206-03-1-ekersan","Fren Pabucu Volvo FH FH12 FM FL BMC Probus Profesyonel Fatih Pro 0 cm","EYD 206 03-1","(A) C3 - 30.900.77","Ekersan","Fren Pabucu","FREN PABUÇLARI","17","924","https://frenciniz.com/urun/855/fren-pabucu-volvo-fh-fh12-fm-fl-bmc-probus-profesyonel-fatih-pro-0-cm-eyd-206-03-1-ekersan"
"856","fren-pabucu-volvo-fh-fh12-fm-fl-bmc-probus-profesyonel-fatih-pro-0-cm-eyd-206-03-ekersan","Fren Pabucu Volvo FH FH12 FM FL BMC Probus Profesyonel Fatih Pro 0 cm","EYD 206 03","(A) C3 - 30.900.77","Ekersan","Fren Pabucu","FREN PABUÇLARI","17","924","https://frenciniz.com/urun/856/fren-pabucu-volvo-fh-fh12-fm-fl-bmc-probus-profesyonel-fatih-pro-0-cm-eyd-206-03-ekersan"
"857","fren-pabucu-bmc-probus-profesyonel-fatih-pro-20-cm-eyd-206-02-1-ekersan","Fren Pabucu BMC Probus Profesyonel Fatih Pro 20 cm","EYD 206 02-1","(A) E4 - 30.900.76","Ekersan","Fren Pabucu","FREN PABUÇLARI","73","924","https://frenciniz.com/urun/857/fren-pabucu-bmc-probus-profesyonel-fatih-pro-20-cm-eyd-206-02-1-ekersan"
"858","fren-pabucu-bmc-probus-profesyonel-fatih-pro-20-cm-eyd-206-02-ekersan","Fren Pabucu BMC Probus Profesyonel Fatih Pro 20 cm","EYD 206 02","(A) E4 - 30.900.76","Ekersan","Fren Pabucu","FREN PABUÇLARI","83","924","https://frenciniz.com/urun/858/fren-pabucu-bmc-probus-profesyonel-fatih-pro-20-cm-eyd-206-02-ekersan"
"859","fren-pabucu-volvo-fh-fh12-fm-fl-bmc-probus-profesyonel-fatih-pro-5-cm-eyd-206-01-1-ekersan","Fren Pabucu Volvo FH FH12 FM FL BMC Probus Profesyonel Fatih Pro 5 cm","EYD 206 01-1","(A) G4 - 30.900.75","Ekersan","Fren Pabucu","FREN PABUÇLARI","85","924","https://frenciniz.com/urun/859/fren-pabucu-volvo-fh-fh12-fm-fl-bmc-probus-profesyonel-fatih-pro-5-cm-eyd-206-01-1-ekersan"
"860","fren-pabucu-volvo-fh-fh12-fm-fl-bmc-probus-profesyonel-fatih-pro-5-cm-eyd-206-01-ekersan","Fren Pabucu Volvo FH FH12 FM FL BMC Probus Profesyonel Fatih Pro 5 cm","EYD 206 01","(A) G4 - 30.900.75","Ekersan","Fren Pabucu","FREN PABUÇLARI","65","924","https://frenciniz.com/urun/860/fren-pabucu-volvo-fh-fh12-fm-fl-bmc-probus-profesyonel-fatih-pro-5-cm-eyd-206-01-ekersan"
"861","koruk-lastigi-disk-imdatli-korugu-kampana-imdatli-korugu-korugu-eyd-205-06-ekersan","Körük Lastiği Disk imdatlı körüğü Kampana imdatlı körüğü körüğü","EYD 205 06","","Ekersan","Lastik","FREN KÖRÜKLERİ","15","363","https://frenciniz.com/urun/861/koruk-lastigi-disk-imdatli-korugu-kampana-imdatli-korugu-korugu-eyd-205-06-ekersan"
"862","koruk-lastigi-disk-imdatli-korugu-kampana-imdatli-korugu-korugu-eyd-205-03-ekersan","Körük Lastiği Disk imdatlı körüğü Kampana imdatlı körüğü körüğü","EYD 205 03","","Ekersan","Lastik","FREN KÖRÜKLERİ","25","363","https://frenciniz.com/urun/862/koruk-lastigi-disk-imdatli-korugu-kampana-imdatli-korugu-korugu-eyd-205-03-ekersan"
"863","mercedes-perno-standart-eyd-202-06-ekersan","MERCEDES PERNO STANDART","EYD 202 06","","Ekersan","Perno","KALİPER ÜRÜNLERİ","4916","191.4","https://frenciniz.com/urun/863/mercedes-perno-standart-eyd-202-06-ekersan"
"864","cargo-3230-3430-ym-fren-yayi-eyd-20-09-ekersan","CARGO 3230-3430 YM FREN YAYI","EYD 20 09","(A) B4","Ekersan","Yay","FREN YAYLARI","70","79.2","https://frenciniz.com/urun/864/cargo-3230-3430-ym-fren-yayi-eyd-20-09-ekersan"
"865","ford-cargo-fatih-arka-yay-124-eyd-20-08-ekersan","FORD CARGO FATİH ARKA YAY(124)","EYD 20 08","(A) A4","Ekersan","Yay","FREN YAYLARI","208","59.4","https://frenciniz.com/urun/865/ford-cargo-fatih-arka-yay-124-eyd-20-08-ekersan"
"866","fren-korugu-bpw-ecoplus-eyd-100-71-ekersan","Fren Körüğü BPW ECOPlus","EYD 100 71","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","287","462","https://frenciniz.com/urun/866/fren-korugu-bpw-ecoplus-eyd-100-71-ekersan"
"867","fren-korugu-disk-imdatli-korugu-kampana-imdatli-korugu-korugu-eyd-100-65-ekersan","Fren Körüğü Disk imdatlı körüğü Kampana imdatlı körüğü körüğü","EYD 100 65","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","240","200.64","https://frenciniz.com/urun/867/fren-korugu-disk-imdatli-korugu-kampana-imdatli-korugu-korugu-eyd-100-65-ekersan"
"868","fren-korugu-disk-imdatli-korugu-kampana-imdatli-korugu-korugu-eyd-100-50-ekersan","Fren Körüğü Disk imdatlı körüğü Kampana imdatlı körüğü körüğü","EYD 100 50","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","426","130.02","https://frenciniz.com/urun/868/fren-korugu-disk-imdatli-korugu-kampana-imdatli-korugu-korugu-eyd-100-50-ekersan"
"869","fren-korugu-disk-imdatli-korugu-kampana-imdatli-korugu-korugu-eyd-100-41-ekersan","Fren Körüğü Disk imdatlı körüğü Kampana imdatlı körüğü körüğü","EYD 100 41","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","1","120.45","https://frenciniz.com/urun/869/fren-korugu-disk-imdatli-korugu-kampana-imdatli-korugu-korugu-eyd-100-41-ekersan"
"870","fren-korugu-disk-imdatli-korugu-kampana-imdatli-korugu-korugu-eyd-100-40-ekersan","Fren Körüğü Disk imdatlı körüğü Kampana imdatlı körüğü körüğü","EYD 100 40","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","188","156.42","https://frenciniz.com/urun/870/fren-korugu-disk-imdatli-korugu-kampana-imdatli-korugu-korugu-eyd-100-40-ekersan"
"871","ozkoc-dorse-yayi-eyd-10-11-ekersan","ÖZKOÇ DORSE YAYI","EYD 10 11","(A) A4","Ekersan","Yay","FREN YAYLARI","60","105.6","https://frenciniz.com/urun/871/ozkoc-dorse-yayi-eyd-10-11-ekersan"
"872","kol-yayi-kisa-eyd-10-08-ekersan","KOL YAYI KISA","EYD 10 08","(A) C4","Ekersan","Yay","FREN YAYLARI","610","52.8","https://frenciniz.com/urun/872/kol-yayi-kisa-eyd-10-08-ekersan"
"873","kol-yayi-standart-orta-eyd-10-07-ekersan","Kol Yayı Standart - ORTA","EYD 10 07","(A) A4","Ekersan","Yay","FREN YAYLARI","2057","52.8","https://frenciniz.com/urun/873/kol-yayi-standart-orta-eyd-10-07-ekersan"
"874","kol-yayi-uzun-eyd-10-06-ekersan","Kol Yayı Uzun","EYD 10 06","(A) B4","Ekersan","Yay","FREN YAYLARI","1243","52.8","https://frenciniz.com/urun/874/kol-yayi-uzun-eyd-10-06-ekersan"
"875","26-230-man-yayi-eyd-10-05-ekersan","26-230 MAN YAYI","EYD 10 05","(A) C4","Ekersan","Yay","FREN YAYLARI","11","85.8","https://frenciniz.com/urun/875/26-230-man-yayi-eyd-10-05-ekersan"
"876","mercedes-v6-v8-on-fren-yayi-eyd-10-02-ekersan","MERCEDES V6-V8 ÖN FREN YAYI","EYD 10 02","(A) A4","Ekersan","Yay","FREN YAYLARI","3090","52.8","https://frenciniz.com/urun/876/mercedes-v6-v8-on-fren-yayi-eyd-10-02-ekersan"
"877","fren-yayi-eyd-10-01-ekersan","FREN YAYI","EYD 10 01","(A) A4","Ekersan","Yay","FREN YAYLARI","1390","52.8","https://frenciniz.com/urun/877/fren-yayi-eyd-10-01-ekersan"
"878","pistonsuz-koruk-saf-holland-42941-s-ekersan","Pistonsuz Körük SAF Holland","42941.S","0542940030 , 0542940030","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","53","2112","https://frenciniz.com/urun/878/pistonsuz-koruk-saf-holland-42941-s-ekersan"
"879","komple-koruk-metal-piston-saf-holland-42941-c-ekersan","Komple Körük Metal Piston SAF Holland","42941.C","0542940281 , 0542940101","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","293","3498","https://frenciniz.com/urun/879/komple-koruk-metal-piston-saf-holland-42941-c-ekersan"
"880","pistonsuz-koruk-saf-holland-42940-s-ekersan","Pistonsuz Körük SAF Holland","42940.S","0542940910 , 0542942560","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","10","2046","https://frenciniz.com/urun/880/pistonsuz-koruk-saf-holland-42940-s-ekersan"
"881","suspansiyon-korugu-daf-xf-cf-42889-s-ekersan","Süspansiyon Körüğü DAF XF CF","42889.S","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","39","1848","https://frenciniz.com/urun/881/suspansiyon-korugu-daf-xf-cf-42889-s-ekersan"
"882","suspansiyon-korugu-ford-cargo-1833-1846-2532-3232-42887-s-ekersan","Süspansiyon Körüğü Ford Cargo 1833 1846 2532 3232","42887.S","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","20","1848","https://frenciniz.com/urun/882/suspansiyon-korugu-ford-cargo-1833-1846-2532-3232-42887-s-ekersan"
"883","pistonsuz-koruk-saf-holland-42881-s-ekersan","Pistonsuz Körük SAF Holland","42881.S","0542940010 , 0542942580","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","153","2442","https://frenciniz.com/urun/883/pistonsuz-koruk-saf-holland-42881-s-ekersan"
"884","pistonsuz-koruk-42836-s1-ekersan","Pistonsuz Körük","42836.S1","0067504","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","106","1881","https://frenciniz.com/urun/884/pistonsuz-koruk-42836-s1-ekersan"
"885","suspansiyon-korugu-daf-xf-cf-42836-c1-ekersan","Süspansiyon Körüğü DAF XF CF","42836.C1","1697678 , 0388165","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","279","2772","https://frenciniz.com/urun/885/suspansiyon-korugu-daf-xf-cf-42836-c1-ekersan"
"886","suspansiyon-korugu-schmitz-cargobull-428185-s-ekersan","Süspansiyon Körüğü Schmitz Cargobull","428185.S","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","6","2244","https://frenciniz.com/urun/886/suspansiyon-korugu-schmitz-cargobull-428185-s-ekersan"
"887","pistonsuz-koruk-42813-s-ekersan","Pistonsuz Körük","42813.S","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","667","1815","https://frenciniz.com/urun/887/pistonsuz-koruk-42813-s-ekersan"
"888","komple-koruk-metal-piston-volvo-fh-fm-fl-42813-c-ekersan","Komple Körük Metal Piston Volvo FH FM FL","42813.C","2229000300 , 2229210300","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","152","2772","https://frenciniz.com/urun/888/komple-koruk-metal-piston-volvo-fh-fm-fl-42813-c-ekersan"
"889","suspansiyon-korugu-42810-s-ekersan","Süspansiyon Körüğü","42810.S","016010S","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","52","1848","https://frenciniz.com/urun/889/suspansiyon-korugu-42810-s-ekersan"
"890","suspansiyon-korugu-42810-c16-ekersan","Süspansiyon Körüğü","42810.C16","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","22","3102","https://frenciniz.com/urun/890/suspansiyon-korugu-42810-c16-ekersan"
"891","suspansiyon-korugu-volvo-fh-fh12-fm-fl-427804-s-ekersan","Süspansiyon Körüğü Volvo FH FH12 FM FL","427804.S","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","91","1755.6","https://frenciniz.com/urun/891/suspansiyon-korugu-volvo-fh-fh12-fm-fl-427804-s-ekersan"
"892","komple-koruk-metal-piston-volvo-fh-fm-fl-427804-c-ekersan","Komple Körük Metal Piston Volvo FH FM FL","427804.C","20582209 , 20531986","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","71","2706","https://frenciniz.com/urun/892/komple-koruk-metal-piston-volvo-fh-fm-fl-427804-c-ekersan"
"893","suspansiyon-korugu-volvo-fh-fh12-fm-fl-427803-s-ekersan","Süspansiyon Körüğü Volvo FH FH12 FM FL","427803.S","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","81","1848","https://frenciniz.com/urun/893/suspansiyon-korugu-volvo-fh-fh12-fm-fl-427803-s-ekersan"
"894","komple-koruk-metal-piston-volvo-fh-fm-fl-427803-c-ekersan","Komple Körük Metal Piston Volvo FH FM FL","427803.C","21961374 , 20582206 , 20427800","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","95","2805","https://frenciniz.com/urun/894/komple-koruk-metal-piston-volvo-fh-fm-fl-427803-c-ekersan"
"895","suspansiyon-korugu-bmc-probus-profesyonel-fatih-pro-42722-c-ekersan","Süspansiyon Körüğü BMC Probus Profesyonel Fatih Pro","42722.C","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","41","4092","https://frenciniz.com/urun/895/suspansiyon-korugu-bmc-probus-profesyonel-fatih-pro-42722-c-ekersan"
"896","roll-koruk-man-tga-tgs-tgx-40-360-40-460-42720-r-ekersan","Roll Körük MAN TGA TGS TGX 40.360 40.460","42720.R","3873280101 , 81436010033 , 1629193 , 0220024100","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","90","1188","https://frenciniz.com/urun/896/roll-koruk-man-tga-tgs-tgx-40-360-40-460-42720-r-ekersan"
"897","suspansiyon-korugu-volvo-fh-fh12-fm-fl-426418-s-ekersan","Süspansiyon Körüğü Volvo FH FH12 FM FL","426418.S","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","157","1782","https://frenciniz.com/urun/897/suspansiyon-korugu-volvo-fh-fh12-fm-fl-426418-s-ekersan"
"898","pistonsuz-koruk-426416-s-ekersan","Pistonsuz Körük","426416.S","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","95","1848","https://frenciniz.com/urun/898/pistonsuz-koruk-426416-s-ekersan"
"899","komple-koruk-metal-piston-volvo-fh-fm-fl-426416-c-ekersan","Komple Körük Metal Piston Volvo FH FM FL","426416.C","21961456 , 21961456 , 20374510","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","79","2640","https://frenciniz.com/urun/899/komple-koruk-metal-piston-volvo-fh-fm-fl-426416-c-ekersan"
"900","pistonsuz-koruk-426318-s-ekersan","Pistonsuz Körük","426318.S","016512S  , 016512S","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","5","2112","https://frenciniz.com/urun/900/pistonsuz-koruk-426318-s-ekersan"
"901","suspansiyon-korugu-volvo-fh-fm-fl-424915-c-ekersan","Süspansiyon Körüğü Volvo FH FM FL","424915.C","20757541 , 20757541 , 20757541 , 20757541","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","14","4026","https://frenciniz.com/urun/901/suspansiyon-korugu-volvo-fh-fm-fl-424915-c-ekersan"
"902","pistonsuz-koruk-volvo-fh-fm-fl-424913-s04-ekersan","Pistonsuz Körük Volvo FH FM FL","424913.S04","1379393","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","138","2468.4","https://frenciniz.com/urun/902/pistonsuz-koruk-volvo-fh-fm-fl-424913-s04-ekersan"
"903","komple-koruk-metal-piston-volvo-fh-fm-fl-424913-c02-ekersan","Komple Körük Metal Piston Volvo FH FM FL","424913.C02","1379392 , 1440294","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","93","3564","https://frenciniz.com/urun/903/komple-koruk-metal-piston-volvo-fh-fm-fl-424913-c02-ekersan"
